,air_area_name,encode_air_area_name
6234,Fukuoka-ken Kitakyūshū-shi None,7
6235,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
6236,Fukuoka-ken Kurume-shi Jōnanmachi,9
6237,Fukuoka-ken Yame-shi Motomachi,10
6238,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
6239,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
6240,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
6241,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
6242,Hokkaidō Asahikawa-shi 6 Jōdōri,15
6243,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
6244,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
6245,Hyōgo-ken Himeji-shi Yasuda,18
6246,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
6247,Hyōgo-ken Kōbe-shi Kumoidōri,20
6248,Hyōgo-ken Kōbe-shi Motomachidōri,21
6249,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
6250,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
6251,Hyōgo-ken Takarazuka-shi Tōyōchō,24
6252,Miyagi-ken Sendai-shi Kamisugi,25
6253,Niigata-ken Nagaoka-shi Ōtedōri,26
6254,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
6255,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
6256,Shizuoka-ken Numazu-shi Miyukichō,29
6257,Shizuoka-ken Shizuoka-shi Ōtemachi,30
6258,Tōkyō-to Bunkyō-ku Kasuga,31
6259,Tōkyō-to Bunkyō-ku Sendagi,32
6260,Tōkyō-to Chiyoda-ku Kudanminami,33
6261,Tōkyō-to Chūō-ku Ginza,34
6262,Tōkyō-to Chūō-ku Tsukiji,35
6263,Tōkyō-to Itabashi-ku Itabashi,36
6264,Tōkyō-to Katsushika-ku Tateishi,37
6265,Tōkyō-to Kita-ku Ōjihonchō,38
6266,Tōkyō-to Koganei-shi Honchō,39
6267,Tōkyō-to Kōtō-ku Kameido,40
6268,Tōkyō-to Kōtō-ku Tōyō,41
6269,Tōkyō-to Machida-shi Morino,42
6270,Tōkyō-to Meguro-ku Kamimeguro,43
6271,Tōkyō-to Minato-ku Akasaka,44
6272,Tōkyō-to Minato-ku Roppongi,45
6273,Tōkyō-to Minato-ku Shibakōen,46
6274,Tōkyō-to Nakano-ku Nakano,47
6275,Tōkyō-to Nerima-ku Toyotamakita,48
6276,Tōkyō-to Setagaya-ku Sangenjaya,50
6277,Tōkyō-to Setagaya-ku Setagaya,51
6278,Tōkyō-to Shibuya-ku Dōgenzaka,52
6279,Tōkyō-to Shibuya-ku Jingūmae,53
6280,Tōkyō-to Shibuya-ku Shibuya,54
6281,Tōkyō-to Shinagawa-ku Higashigotanda,55
6282,Tōkyō-to Shinagawa-ku Hiromachi,56
6283,Tōkyō-to Shinjuku-ku Kabukichō,57
6284,Tōkyō-to Shinjuku-ku Nishishinjuku,58
6285,Tōkyō-to Suginami-ku Asagayaminami,59
6286,Tōkyō-to Tachikawa-shi Izumichō,60
6287,Tōkyō-to Taitō-ku Higashiueno,61
6288,Tōkyō-to Taitō-ku Kuramae,62
6289,Tōkyō-to Toshima-ku Higashiikebukuro,63
6290,Tōkyō-to Toshima-ku Mejiro,64
6291,Tōkyō-to Toshima-ku Minamiikebukuro,65
6292,Tōkyō-to Toshima-ku Nishiikebukuro,66
6293,Tōkyō-to Ōta-ku Kamata,67
6294,Tōkyō-to Ōta-ku Kamiikedai,68
6295,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
6296,Ōsaka-fu Neyagawa-shi Honmachi,70
6297,Ōsaka-fu Sakai-shi Minamikawaramachi,71
6298,Ōsaka-fu Ōsaka-shi Fuminosato,72
6299,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
6300,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
6301,Ōsaka-fu Ōsaka-shi Nakanochō,75
6302,Ōsaka-fu Ōsaka-shi Shinmachi,76
6303,Ōsaka-fu Ōsaka-shi Ōgimachi,77
6304,Fukuoka-ken Fukuoka-shi Daimyō,0
6305,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
6306,Fukuoka-ken Fukuoka-shi Momochi,2
6307,Fukuoka-ken Fukuoka-shi Shiobaru,3
6308,Fukuoka-ken Fukuoka-shi Takatori,4
6309,Fukuoka-ken Fukuoka-shi Torikai,5
6310,Fukuoka-ken Itoshima-shi Maebarunishi,6
6311,Fukuoka-ken Kitakyūshū-shi None,7
6312,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
6313,Fukuoka-ken Kurume-shi Jōnanmachi,9
6314,Fukuoka-ken Yame-shi Motomachi,10
6315,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
6316,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
6317,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
6318,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
6319,Hokkaidō Asahikawa-shi 6 Jōdōri,15
6320,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
6321,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
6322,Hyōgo-ken Himeji-shi Yasuda,18
6323,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
6324,Hyōgo-ken Kōbe-shi Kumoidōri,20
6325,Hyōgo-ken Kōbe-shi Motomachidōri,21
6326,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
6327,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
6328,Hyōgo-ken Takarazuka-shi Tōyōchō,24
6329,Miyagi-ken Sendai-shi Kamisugi,25
6330,Niigata-ken Nagaoka-shi Ōtedōri,26
6331,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
6332,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
6333,Shizuoka-ken Numazu-shi Miyukichō,29
6334,Shizuoka-ken Shizuoka-shi Ōtemachi,30
6335,Tōkyō-to Bunkyō-ku Kasuga,31
6336,Tōkyō-to Bunkyō-ku Sendagi,32
6337,Tōkyō-to Chiyoda-ku Kudanminami,33
6338,Tōkyō-to Chūō-ku Ginza,34
6339,Tōkyō-to Chūō-ku Tsukiji,35
6340,Tōkyō-to Itabashi-ku Itabashi,36
6341,Tōkyō-to Katsushika-ku Tateishi,37
6342,Tōkyō-to Kita-ku Ōjihonchō,38
6343,Tōkyō-to Koganei-shi Honchō,39
6344,Tōkyō-to Kōtō-ku Kameido,40
6345,Tōkyō-to Kōtō-ku Tōyō,41
6346,Tōkyō-to Machida-shi Morino,42
6347,Tōkyō-to Meguro-ku Kamimeguro,43
6348,Tōkyō-to Minato-ku Akasaka,44
6349,Tōkyō-to Minato-ku Roppongi,45
6350,Tōkyō-to Minato-ku Shibakōen,46
6351,Tōkyō-to Nakano-ku Nakano,47
6352,Tōkyō-to Nerima-ku Toyotamakita,48
6353,Tōkyō-to Setagaya-ku Okusawa,49
6354,Tōkyō-to Setagaya-ku Sangenjaya,50
6355,Tōkyō-to Setagaya-ku Setagaya,51
6356,Tōkyō-to Shibuya-ku Dōgenzaka,52
6357,Tōkyō-to Shibuya-ku Jingūmae,53
6358,Tōkyō-to Shibuya-ku Shibuya,54
6359,Tōkyō-to Shinagawa-ku Higashigotanda,55
6360,Tōkyō-to Shinagawa-ku Hiromachi,56
6361,Tōkyō-to Shinjuku-ku Kabukichō,57
6362,Tōkyō-to Shinjuku-ku Nishishinjuku,58
6363,Tōkyō-to Suginami-ku Asagayaminami,59
6364,Tōkyō-to Tachikawa-shi Izumichō,60
6365,Tōkyō-to Taitō-ku Higashiueno,61
6366,Tōkyō-to Taitō-ku Kuramae,62
6367,Tōkyō-to Toshima-ku Higashiikebukuro,63
6368,Tōkyō-to Toshima-ku Mejiro,64
6369,Tōkyō-to Toshima-ku Minamiikebukuro,65
6370,Tōkyō-to Toshima-ku Nishiikebukuro,66
6371,Tōkyō-to Ōta-ku Kamata,67
6372,Tōkyō-to Ōta-ku Kamiikedai,68
6373,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
6374,Ōsaka-fu Neyagawa-shi Honmachi,70
6375,Ōsaka-fu Sakai-shi Minamikawaramachi,71
6376,Ōsaka-fu Ōsaka-shi Fuminosato,72
6377,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
6378,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
6379,Ōsaka-fu Ōsaka-shi Nakanochō,75
6380,Ōsaka-fu Ōsaka-shi Shinmachi,76
6381,Ōsaka-fu Ōsaka-shi Ōgimachi,77
6382,Fukuoka-ken Fukuoka-shi Daimyō,0
6383,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
6384,Fukuoka-ken Fukuoka-shi Momochi,2
6385,Fukuoka-ken Fukuoka-shi Shiobaru,3
6386,Fukuoka-ken Fukuoka-shi Takatori,4
6387,Fukuoka-ken Fukuoka-shi Torikai,5
6388,Fukuoka-ken Itoshima-shi Maebarunishi,6
6389,Fukuoka-ken Kitakyūshū-shi None,7
6390,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
6391,Fukuoka-ken Kurume-shi Jōnanmachi,9
6392,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
6393,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
6394,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
6395,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
6396,Hokkaidō Asahikawa-shi 6 Jōdōri,15
6397,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
6398,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
6399,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
6400,Hyōgo-ken Kōbe-shi Kumoidōri,20
6401,Hyōgo-ken Kōbe-shi Motomachidōri,21
6402,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
6403,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
6404,Hyōgo-ken Takarazuka-shi Tōyōchō,24
6405,Miyagi-ken Sendai-shi Kamisugi,25
6406,Niigata-ken Nagaoka-shi Ōtedōri,26
6407,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
6408,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
6409,Tōkyō-to Bunkyō-ku Kasuga,31
6410,Tōkyō-to Chiyoda-ku Kudanminami,33
6411,Tōkyō-to Chūō-ku Ginza,34
6412,Tōkyō-to Chūō-ku Tsukiji,35
6413,Tōkyō-to Itabashi-ku Itabashi,36
6414,Tōkyō-to Katsushika-ku Tateishi,37
6415,Tōkyō-to Koganei-shi Honchō,39
6416,Tōkyō-to Kōtō-ku Kameido,40
6417,Tōkyō-to Kōtō-ku Tōyō,41
6418,Tōkyō-to Machida-shi Morino,42
6419,Tōkyō-to Meguro-ku Kamimeguro,43
6420,Tōkyō-to Minato-ku Akasaka,44
6421,Tōkyō-to Minato-ku Roppongi,45
6422,Tōkyō-to Minato-ku Shibakōen,46
6423,Tōkyō-to Nakano-ku Nakano,47
6424,Tōkyō-to Nerima-ku Toyotamakita,48
6425,Tōkyō-to Setagaya-ku Okusawa,49
6426,Tōkyō-to Setagaya-ku Sangenjaya,50
6427,Tōkyō-to Setagaya-ku Setagaya,51
6428,Tōkyō-to Shibuya-ku Dōgenzaka,52
6429,Tōkyō-to Shibuya-ku Jingūmae,53
6430,Tōkyō-to Shibuya-ku Shibuya,54
6431,Tōkyō-to Shinagawa-ku Hiromachi,56
6432,Tōkyō-to Shinjuku-ku Kabukichō,57
6433,Tōkyō-to Shinjuku-ku Nishishinjuku,58
6434,Tōkyō-to Suginami-ku Asagayaminami,59
6435,Tōkyō-to Taitō-ku Higashiueno,61
6436,Tōkyō-to Taitō-ku Kuramae,62
6437,Tōkyō-to Toshima-ku Higashiikebukuro,63
6438,Tōkyō-to Toshima-ku Mejiro,64
6439,Tōkyō-to Toshima-ku Minamiikebukuro,65
6440,Tōkyō-to Toshima-ku Nishiikebukuro,66
6441,Tōkyō-to Ōta-ku Kamata,67
6442,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
6443,Ōsaka-fu Neyagawa-shi Honmachi,70
6444,Ōsaka-fu Ōsaka-shi Fuminosato,72
6445,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
6446,Ōsaka-fu Ōsaka-shi Shinmachi,76
6447,Ōsaka-fu Ōsaka-shi Ōgimachi,77
6448,Fukuoka-ken Fukuoka-shi Daimyō,0
6449,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
6450,Fukuoka-ken Fukuoka-shi Momochi,2
6451,Fukuoka-ken Fukuoka-shi Shiobaru,3
6452,Fukuoka-ken Fukuoka-shi Takatori,4
6453,Fukuoka-ken Fukuoka-shi Torikai,5
6454,Fukuoka-ken Itoshima-shi Maebarunishi,6
6455,Fukuoka-ken Kitakyūshū-shi None,7
6456,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
6457,Fukuoka-ken Kurume-shi Jōnanmachi,9
6458,Fukuoka-ken Yame-shi Motomachi,10
6459,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
6460,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
6461,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
6462,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
6463,Hokkaidō Asahikawa-shi 6 Jōdōri,15
6464,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
6465,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
6466,Hyōgo-ken Himeji-shi Yasuda,18
6467,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
6468,Hyōgo-ken Kōbe-shi Kumoidōri,20
6469,Hyōgo-ken Kōbe-shi Motomachidōri,21
6470,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
6471,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
6472,Hyōgo-ken Takarazuka-shi Tōyōchō,24
6473,Miyagi-ken Sendai-shi Kamisugi,25
6474,Niigata-ken Nagaoka-shi Ōtedōri,26
6475,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
6476,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
6477,Shizuoka-ken Numazu-shi Miyukichō,29
6478,Shizuoka-ken Shizuoka-shi Ōtemachi,30
6479,Tōkyō-to Bunkyō-ku Kasuga,31
6480,Tōkyō-to Bunkyō-ku Sendagi,32
6481,Tōkyō-to Chiyoda-ku Kudanminami,33
6482,Tōkyō-to Chūō-ku Ginza,34
6483,Tōkyō-to Chūō-ku Tsukiji,35
6484,Tōkyō-to Itabashi-ku Itabashi,36
6485,Tōkyō-to Katsushika-ku Tateishi,37
6486,Tōkyō-to Kita-ku Ōjihonchō,38
6487,Tōkyō-to Koganei-shi Honchō,39
6488,Tōkyō-to Kōtō-ku Kameido,40
6489,Tōkyō-to Kōtō-ku Tōyō,41
6490,Tōkyō-to Machida-shi Morino,42
6491,Tōkyō-to Meguro-ku Kamimeguro,43
6492,Tōkyō-to Minato-ku Akasaka,44
6493,Tōkyō-to Minato-ku Roppongi,45
6494,Tōkyō-to Minato-ku Shibakōen,46
6495,Tōkyō-to Nakano-ku Nakano,47
6496,Tōkyō-to Nerima-ku Toyotamakita,48
6497,Tōkyō-to Setagaya-ku Okusawa,49
6498,Tōkyō-to Setagaya-ku Sangenjaya,50
6499,Tōkyō-to Setagaya-ku Setagaya,51
6500,Tōkyō-to Shibuya-ku Dōgenzaka,52
6501,Tōkyō-to Shibuya-ku Jingūmae,53
6502,Tōkyō-to Shibuya-ku Shibuya,54
6503,Tōkyō-to Shinagawa-ku Higashigotanda,55
6504,Tōkyō-to Shinagawa-ku Hiromachi,56
6505,Tōkyō-to Shinjuku-ku Kabukichō,57
6506,Tōkyō-to Shinjuku-ku Nishishinjuku,58
6507,Tōkyō-to Suginami-ku Asagayaminami,59
6508,Tōkyō-to Tachikawa-shi Izumichō,60
6509,Tōkyō-to Taitō-ku Higashiueno,61
6510,Tōkyō-to Taitō-ku Kuramae,62
6511,Tōkyō-to Toshima-ku Higashiikebukuro,63
6512,Tōkyō-to Toshima-ku Mejiro,64
6513,Tōkyō-to Toshima-ku Minamiikebukuro,65
6514,Tōkyō-to Toshima-ku Nishiikebukuro,66
6515,Tōkyō-to Ōta-ku Kamata,67
6516,Tōkyō-to Ōta-ku Kamiikedai,68
6517,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
6518,Ōsaka-fu Neyagawa-shi Honmachi,70
6519,Ōsaka-fu Sakai-shi Minamikawaramachi,71
6520,Ōsaka-fu Ōsaka-shi Fuminosato,72
6521,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
6522,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
6523,Ōsaka-fu Ōsaka-shi Nakanochō,75
6524,Ōsaka-fu Ōsaka-shi Shinmachi,76
6525,Ōsaka-fu Ōsaka-shi Ōgimachi,77
6526,Fukuoka-ken Fukuoka-shi Daimyō,0
6527,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
6528,Fukuoka-ken Fukuoka-shi Momochi,2
6529,Fukuoka-ken Fukuoka-shi Shiobaru,3
6530,Fukuoka-ken Fukuoka-shi Takatori,4
6531,Fukuoka-ken Fukuoka-shi Torikai,5
6532,Fukuoka-ken Itoshima-shi Maebarunishi,6
6533,Fukuoka-ken Kitakyūshū-shi None,7
6534,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
6535,Fukuoka-ken Kurume-shi Jōnanmachi,9
6536,Fukuoka-ken Yame-shi Motomachi,10
6537,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
6538,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
6539,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
6540,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
6541,Hokkaidō Asahikawa-shi 6 Jōdōri,15
6542,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
6543,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
6544,Hyōgo-ken Himeji-shi Yasuda,18
6545,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
6546,Hyōgo-ken Kōbe-shi Kumoidōri,20
6547,Hyōgo-ken Kōbe-shi Motomachidōri,21
6548,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
6549,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
6550,Hyōgo-ken Takarazuka-shi Tōyōchō,24
6551,Miyagi-ken Sendai-shi Kamisugi,25
6552,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
6553,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
6554,Shizuoka-ken Numazu-shi Miyukichō,29
6555,Shizuoka-ken Shizuoka-shi Ōtemachi,30
6556,Tōkyō-to Bunkyō-ku Kasuga,31
6557,Tōkyō-to Bunkyō-ku Sendagi,32
6558,Tōkyō-to Chiyoda-ku Kudanminami,33
6559,Tōkyō-to Chūō-ku Ginza,34
6560,Tōkyō-to Chūō-ku Tsukiji,35
6561,Tōkyō-to Itabashi-ku Itabashi,36
6562,Tōkyō-to Katsushika-ku Tateishi,37
6563,Tōkyō-to Kita-ku Ōjihonchō,38
6564,Tōkyō-to Koganei-shi Honchō,39
6565,Tōkyō-to Kōtō-ku Kameido,40
6566,Tōkyō-to Kōtō-ku Tōyō,41
6567,Tōkyō-to Machida-shi Morino,42
6568,Tōkyō-to Meguro-ku Kamimeguro,43
6569,Tōkyō-to Minato-ku Akasaka,44
6570,Tōkyō-to Minato-ku Roppongi,45
6571,Tōkyō-to Minato-ku Shibakōen,46
6572,Tōkyō-to Nakano-ku Nakano,47
6573,Tōkyō-to Nerima-ku Toyotamakita,48
6574,Tōkyō-to Setagaya-ku Okusawa,49
6575,Tōkyō-to Setagaya-ku Setagaya,51
6576,Tōkyō-to Shibuya-ku Dōgenzaka,52
6577,Tōkyō-to Shibuya-ku Jingūmae,53
6578,Tōkyō-to Shibuya-ku Shibuya,54
6579,Tōkyō-to Shinagawa-ku Higashigotanda,55
6580,Tōkyō-to Shinjuku-ku Kabukichō,57
6581,Tōkyō-to Shinjuku-ku Nishishinjuku,58
6582,Tōkyō-to Suginami-ku Asagayaminami,59
6583,Tōkyō-to Tachikawa-shi Izumichō,60
6584,Tōkyō-to Taitō-ku Higashiueno,61
6585,Tōkyō-to Toshima-ku Higashiikebukuro,63
6586,Tōkyō-to Toshima-ku Mejiro,64
6587,Tōkyō-to Toshima-ku Minamiikebukuro,65
6588,Tōkyō-to Toshima-ku Nishiikebukuro,66
6589,Tōkyō-to Ōta-ku Kamata,67
6590,Tōkyō-to Ōta-ku Kamiikedai,68
6591,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
6592,Ōsaka-fu Neyagawa-shi Honmachi,70
6593,Ōsaka-fu Sakai-shi Minamikawaramachi,71
6594,Ōsaka-fu Ōsaka-shi Fuminosato,72
6595,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
6596,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
6597,Ōsaka-fu Ōsaka-shi Nakanochō,75
6598,Ōsaka-fu Ōsaka-shi Shinmachi,76
6599,Ōsaka-fu Ōsaka-shi Ōgimachi,77
6600,Fukuoka-ken Fukuoka-shi Daimyō,0
6601,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
6602,Fukuoka-ken Fukuoka-shi Momochi,2
6603,Fukuoka-ken Fukuoka-shi Shiobaru,3
6604,Fukuoka-ken Fukuoka-shi Takatori,4
6605,Fukuoka-ken Fukuoka-shi Torikai,5
6606,Fukuoka-ken Kitakyūshū-shi None,7
6607,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
6608,Fukuoka-ken Kurume-shi Jōnanmachi,9
6609,Fukuoka-ken Yame-shi Motomachi,10
6610,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
6611,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
6612,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
6613,Hokkaidō Asahikawa-shi 6 Jōdōri,15
6614,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
6615,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
6616,Hyōgo-ken Himeji-shi Yasuda,18
6617,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
6618,Hyōgo-ken Kōbe-shi Kumoidōri,20
6619,Hyōgo-ken Kōbe-shi Motomachidōri,21
6620,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
6621,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
6622,Hyōgo-ken Takarazuka-shi Tōyōchō,24
6623,Miyagi-ken Sendai-shi Kamisugi,25
6624,Niigata-ken Nagaoka-shi Ōtedōri,26
6625,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
6626,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
6627,Shizuoka-ken Numazu-shi Miyukichō,29
6628,Shizuoka-ken Shizuoka-shi Ōtemachi,30
6629,Tōkyō-to Bunkyō-ku Kasuga,31
6630,Tōkyō-to Bunkyō-ku Sendagi,32
6631,Tōkyō-to Chiyoda-ku Kudanminami,33
6632,Tōkyō-to Chūō-ku Ginza,34
6633,Tōkyō-to Chūō-ku Tsukiji,35
6634,Tōkyō-to Itabashi-ku Itabashi,36
6635,Tōkyō-to Katsushika-ku Tateishi,37
6636,Tōkyō-to Kita-ku Ōjihonchō,38
6637,Tōkyō-to Koganei-shi Honchō,39
6638,Tōkyō-to Kōtō-ku Kameido,40
6639,Tōkyō-to Kōtō-ku Tōyō,41
6640,Tōkyō-to Machida-shi Morino,42
6641,Tōkyō-to Meguro-ku Kamimeguro,43
6642,Tōkyō-to Minato-ku Akasaka,44
6643,Tōkyō-to Minato-ku Roppongi,45
6644,Tōkyō-to Minato-ku Shibakōen,46
6645,Tōkyō-to Nakano-ku Nakano,47
6646,Tōkyō-to Nerima-ku Toyotamakita,48
6647,Tōkyō-to Setagaya-ku Okusawa,49
6648,Tōkyō-to Setagaya-ku Sangenjaya,50
6649,Tōkyō-to Setagaya-ku Setagaya,51
6650,Tōkyō-to Shibuya-ku Jingūmae,53
6651,Tōkyō-to Shibuya-ku Shibuya,54
6652,Tōkyō-to Shinagawa-ku Higashigotanda,55
6653,Tōkyō-to Shinagawa-ku Hiromachi,56
6654,Tōkyō-to Shinjuku-ku Kabukichō,57
6655,Tōkyō-to Shinjuku-ku Nishishinjuku,58
6656,Tōkyō-to Suginami-ku Asagayaminami,59
6657,Tōkyō-to Tachikawa-shi Izumichō,60
6658,Tōkyō-to Taitō-ku Higashiueno,61
6659,Tōkyō-to Taitō-ku Kuramae,62
6660,Tōkyō-to Toshima-ku Higashiikebukuro,63
6661,Tōkyō-to Toshima-ku Mejiro,64
6662,Tōkyō-to Toshima-ku Minamiikebukuro,65
6663,Tōkyō-to Toshima-ku Nishiikebukuro,66
6664,Tōkyō-to Ōta-ku Kamata,67
6665,Tōkyō-to Ōta-ku Kamiikedai,68
6666,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
6667,Ōsaka-fu Neyagawa-shi Honmachi,70
6668,Ōsaka-fu Sakai-shi Minamikawaramachi,71
6669,Ōsaka-fu Ōsaka-shi Fuminosato,72
6670,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
6671,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
6672,Ōsaka-fu Ōsaka-shi Nakanochō,75
6673,Ōsaka-fu Ōsaka-shi Shinmachi,76
6674,Ōsaka-fu Ōsaka-shi Ōgimachi,77
6675,Fukuoka-ken Fukuoka-shi Daimyō,0
6676,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
6677,Fukuoka-ken Fukuoka-shi Momochi,2
6678,Fukuoka-ken Fukuoka-shi Shiobaru,3
6679,Fukuoka-ken Fukuoka-shi Torikai,5
6680,Fukuoka-ken Itoshima-shi Maebarunishi,6
6681,Fukuoka-ken Kitakyūshū-shi None,7
6682,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
6683,Fukuoka-ken Kurume-shi Jōnanmachi,9
6684,Fukuoka-ken Yame-shi Motomachi,10
6685,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
6686,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
6687,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
6688,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
6689,Hokkaidō Asahikawa-shi 6 Jōdōri,15
6690,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
6691,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
6692,Hyōgo-ken Himeji-shi Yasuda,18
6693,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
6694,Hyōgo-ken Kōbe-shi Kumoidōri,20
6695,Hyōgo-ken Kōbe-shi Motomachidōri,21
6696,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
6697,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
6698,Hyōgo-ken Takarazuka-shi Tōyōchō,24
6699,Miyagi-ken Sendai-shi Kamisugi,25
6700,Niigata-ken Nagaoka-shi Ōtedōri,26
6701,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
6702,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
6703,Shizuoka-ken Numazu-shi Miyukichō,29
6704,Shizuoka-ken Shizuoka-shi Ōtemachi,30
6705,Tōkyō-to Bunkyō-ku Kasuga,31
6706,Tōkyō-to Bunkyō-ku Sendagi,32
6707,Tōkyō-to Chiyoda-ku Kudanminami,33
6708,Tōkyō-to Chūō-ku Ginza,34
6709,Tōkyō-to Chūō-ku Tsukiji,35
